ParkName,State,partySize,RateType,BookingType,Equipment
Mira River,NS ,6,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Mira River,ON ,2,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,4,Full,CampsitePermit,Less than 20ft
Battery,ON ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,5,Full,CampsitePermit,Less than 30ft
Cape Chignecto,NB ,3,Full,BackcountryPermit,Single Tent
Mira River,NS ,4,Full,CampsitePermit,Less than 30ft
Cape Chignecto,NS ,2,Full,BackcountryPermit,Single Tent
Salsman,MA ,2,Senior,CampsitePermit,Less than 30ft
Thomas Raddall,NS ,5,Full,CampsitePermit,Less than 30ft
Graves Island,ON ,1,Senior,CampsitePermit,Single Tent
Blomidon,ON ,2,Senior,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Tents
Laurie,NS ,3,Full,CampsitePermit,Less than 20ft
Mira River,ON ,2,Full,CampsitePermit,Less than 20ft
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 30ft
Blomidon,QC ,2,Full,CampsitePermit,Single Tent
Smileys,NS ,2,Senior,CampsitePermit,Less than 20ft
Battery,AUSTRIA ,2,Full,CampsitePermit,Less than 20ft
Thomas Raddall,NS ,2,Full,CampsitePermit,Less than 20ft
Salsman,NS ,5,Full,CampsitePermit,Less than 20ft
Whycocomagh,NS ,2,Full,CampsitePermit,Single Tent
Battery,NS ,1,Senior,CampsitePermit,Single Tent
Boylston,NS ,5,Full,CampsitePermit,Single Tent
Caribou Munroes,QC ,5,Full,CampsitePermit,Less than 20ft
Rissers Beach,SWITZERLAND ,2,Full,CampsitePermit,Less than 30ft
Five Islands,NS ,3,Full,CampsitePermit,Tents
Battery,NS ,2,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent
Graves Island,NS ,4,Full,CampsitePermit,Less than 30ft
Thomas Raddall,NS ,3,Full,CampsitePermit,Single Tent
Amherst Shore,QC ,2,Full,CampsitePermit,Single Tent
Smileys,NS ,3,Full,CampsitePermit,Tents
Blomidon,NS ,3,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,3,Full,CampsitePermit,Tents
Whycocomagh,QC ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Porters Lake,FL ,2,Full,CampsitePermit,Less than 40ft
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 20ft
Blomidon,NS ,4,Senior,CampsitePermit,Single Tent
Amherst Shore,NB ,2,Senior,CampsitePermit,Less than 30ft
Whycocomagh,QC ,4,Full,CampsitePermit,Single Tent
Blomidon,BC ,2,Senior,CampsitePermit,Single Tent
Porters Lake,NS ,3,Full,CampsitePermit,Tents
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 40ft
Five Islands,QC ,2,Full,CampsitePermit,Less than 20ft
Porters Lake,NS ,4,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Five Islands,CA ,2,Senior,CampsitePermit,Single Tent
Rissers Beach,NS ,7,Full,CampsitePermit,Less than 30ft
Mira River,QC ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,4,Full,CampsitePermit,Less than 40ft
Salsman,NS ,4,Full,CampsitePermit,Tents
Caribou Munroes,NS ,3,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Blomidon,NS ,3,Full,CampsitePermit,Single Tent
Porters Lake,CA ,2,Senior,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 30ft
Smileys,NS ,4,Full,CampsitePermit,Less than 20ft
Salsman,NS ,3,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,6,Full,CampsitePermit,Less than 30ft
Porters Lake,BC ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,1,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,6,Full,CampsitePermit,Less than 20ft
Ellenwood Lake,NS ,2,Full,CampsitePermit,Less than 20ft
The Islands,NS ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NJ ,2,Senior,CampsitePermit,Less than 20ft
Mira River,ON ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,2,Full,CampsitePermit,Single Tent
Porters Lake,MA ,2,Full,CampsitePermit,Single Tent
Whycocomagh,PA ,2,Full,CampsitePermit,Less than 20ft
Graves Island,FL ,1,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent
Graves Island,NB ,2,Full,CampsitePermit,Less than 40ft
Mira River,NC ,2,Senior,CampsitePermit,Single Tent
Cape Chignecto,NS ,2,Full,BackcountryPermit,Single Tent
Battery,NS ,4,Full,CampsitePermit,Tents
Boylston,NS ,1,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft
Whycocomagh,ON ,2,Full,CampsitePermit,Less than 20ft
Mira River,NS ,2,Full,CampsitePermit,Less than 20ft
Laurie,QC ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,1,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Single Tent
Caribou Munroes,ON ,2,Full,CampsitePermit,Single Tent
Blomidon,NETHERLANDS ,1,Senior,CampsitePermit,Single Tent
Rissers Beach,NB ,4,Full,CampsitePermit,Less than 30ft
Boylston,QC ,4,Full,CampsitePermit,Single Tent
Porters Lake,FL ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Valleyview,NS ,2,Full,CampsitePermit,Single Tent
Porters Lake,NS ,1,Full,CampsitePermit,Single Tent
Porters Lake,NS ,4,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Five Islands,NS ,2,Full,CampsitePermit,Single Tent
The Islands,QC ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,2,Full,CampsitePermit,Less than 30ft
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Five Islands,BC ,2,Full,CampsitePermit,Single Tent
Battery,GERMANY ,2,Full,CampsitePermit,Single Tent
Blomidon,NS ,2,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft
Amherst Shore,MA ,2,Senior,CampsitePermit,Single Tent
Caribou Munroes,NS ,5,Full,CampsitePermit,Less than 30ft
Thomas Raddall,PA ,1,Veteran,CampsitePermit,Single Tent
Laurie,QC ,2,Full,CampsitePermit,Single Tent
Whycocomagh,NS ,2,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Blomidon,NS ,4,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Senior,CampsitePermit,Less than 30ft
Mira River,NS ,2,Full,CampsitePermit,Single Tent
Amherst Shore,NS ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NS ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NB ,5,Full,CampsitePermit,Single Tent
Five Islands,NS ,4,Full,CampsitePermit,Tents
Amherst Shore,SWITZERLAND ,4,Full,CampsitePermit,Less than 40ft
Five Islands,NETHERLANDS ,2,Full,CampsitePermit,Less than 20ft
Mira River,NS ,2,Full,CampsitePermit,Less than 30ft
Five Islands,QC ,2,Full,CampsitePermit,Less than 40ft
Thomas Raddall,NS ,4,Full,CampsitePermit,Single Tent
Dollar Lake,SWITZERLAND ,4,Full,CampsitePermit,Less than 40ft
Laurie,NS ,5,Full,CampsitePermit,Less than 30ft
Laurie,NS ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,2,Full,CampsitePermit,Less than 40ft
Battery,ON ,2,Senior,CampsitePermit,Single Tent
Graves Island,NS ,4,Full,CampsitePermit,Tents
Porters Lake,NS ,5,Full,CampsitePermit,Less than 20ft
Laurie,NS ,2,Full,CampsitePermit,Single Tent
The Islands,NS ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,2,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,2,Senior,CampsitePermit,Less than 20ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Caribou Munroes,NS ,1,Full,CampsitePermit,Single Tent
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,3,Senior,CampsitePermit,Less than 30ft
Salsman,NS ,2,Full,CampsitePermit,Single Tent
Smileys,NS ,6,Full,CampsitePermit,Less than 30ft
Smileys,NS ,2,Full,CampsitePermit,Less than 20ft
Battery,NS ,2,Senior,CampsitePermit,Less than 20ft
The Islands,MI ,2,Senior,CampsitePermit,Single Tent
Battery,ON ,2,Full,CampsitePermit,Single Tent
Battery,NS ,1,Senior,CampsitePermit,Single Tent
Whycocomagh,ON ,2,Full,CampsitePermit,Less than 30ft
Porters Lake,NS ,2,Senior,CampsitePermit,Less than 30ft
Whycocomagh,QC ,6,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent
Laurie,UK,2,Full,CampsitePermit,Less than 20ft
Dollar Lake,ON ,3,Full,CampsitePermit,Tents
Blomidon,SWITZERLAND ,2,Full,CampsitePermit,Single Tent
Porters Lake,QC ,2,Full,CampsitePermit,Single Tent
Mira River,ME ,2,Full,CampsitePermit,Single Tent
Mira River,QC ,4,Full,CampsitePermit,Single Tent
Battery,NS ,5,Full,CampsitePermit,Less than 30ft
Mira River,QC ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 40ft
Thomas Raddall,NS ,6,Full,CampsitePermit,Less than 20ft
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Whycocomagh,NS ,2,Full,CampsitePermit,Single Tent
Mira River,QC ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,ON ,2,Senior,CampsitePermit,Single Tent
Caribou Munroes,NS ,3,Full,CampsitePermit,Less than 20ft
Whycocomagh,QC ,2,Full,CampsitePermit,Less than 30ft
Caribou Munroes,ON ,3,Full,CampsitePermit,Single Tent
The Islands,QC ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,4,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,4,Full,CampsitePermit,Tents
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent
Mira River,QC ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 30ft
Ellenwood Lake,NS ,2,Senior,CampsitePermit,Single Tent
Blomidon,ON ,4,Full,CampsitePermit,Less than 20ft
Five Islands,NS ,3,Full,CampsitePermit,Single Tent
Battery,UK,1,Full,CampsitePermit,Single Tent
Amherst Shore,ON ,1,Full,CampsitePermit,Less than 30ft
Five Islands,NS ,3,Full,CampsitePermit,Single Tent
Laurie,NS ,2,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,4,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft
Thomas Raddall,NS ,3,Full,CampsitePermit,Less than 40ft
Caribou Munroes,PE ,2,Full,CampsitePermit,Single Tent
Graves Island,QC ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,2,Full,CampsitePermit,Less than 30ft
Blomidon,NS ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,AZ ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,5,Full,CampsitePermit,Single Tent
Porters Lake,NB ,2,Full,CampsitePermit,Single Tent
Battery,CT ,2,Full,CampsitePermit,Tents
Blomidon,NS ,4,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,3,Full,CampsitePermit,Less than 40ft
Caribou Munroes,VA ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Laurie,NS ,2,Full,CampsitePermit,Single Tent
Smileys,NS ,2,Full,CampsitePermit,Less than 30ft
Five Islands,NS ,2,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,4,Full,CampsitePermit,Less than 20ft
The Islands,NS ,3,Full,CampsitePermit,Single Tent
Mira River,QC ,3,Full,CampsitePermit,Tents
Smileys,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,4,Full,CampsitePermit,Tents
Whycocomagh,NS ,2,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,Single Tent
Five Islands,QC ,4,Full,CampsitePermit,Less than 20ft
Porters Lake,NS ,5,Full,CampsitePermit,Less than 20ft
Caribou Munroes,CA ,2,Full,CampsitePermit,Less than 30ft
Mira River,NS ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Porters Lake,NB ,2,Full,CampsitePermit,Single Tent
Amherst Shore,NS ,4,Full,CampsitePermit,Less than 30ft
Caribou Munroes,NS ,2,Full,CampsitePermit,Single Tent
Boylston,QC ,2,Full,CampsitePermit,Less than 20ft
Blomidon,PE ,1,Full,CampsitePermit,Single Tent
Porters Lake,NS ,3,Full,CampsitePermit,Less than 30ft
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Five Islands,NS ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Mira River,QC ,2,Full,CampsitePermit,Less than 20ft
Battery,NS ,1,Senior,CampsitePermit,Less than 20ft
Battery,NS ,3,Full,CampsitePermit,Tents
The Islands,NS ,2,Full,CampsitePermit,Less than 30ft
Graves Island,ON ,5,Full,CampsitePermit,Less than 30ft
Amherst Shore,QC ,3,Full,CampsitePermit,Less than 20ft
Valleyview,NS ,2,Senior,CampsitePermit,Single Tent
Whycocomagh,OH ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,2,Senior,CampsitePermit,Less than 30ft
Rissers Beach,NS ,3,Full,CampsitePermit,Single Tent
Valleyview,NS ,5,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Senior,CampsitePermit,Less than 40ft
Cape Chignecto,NS ,3,Full,BackcountryPermit,Single Tent
Graves Island,NS ,2,Senior,CampsitePermit,Less than 20ft
Graves Island,NS ,2,Full,CampsitePermit,Single Tent
Blomidon,QC ,1,Senior,CampsitePermit,Single Tent
Thomas Raddall,NS ,4,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,4,Full,CampsitePermit,Tents
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 20ft
Whycocomagh,ON ,2,Full,CampsitePermit,Single Tent
Blomidon,ON ,2,Full,CampsitePermit,Single Tent
Blomidon,NB ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,QC ,6,Full,CampsitePermit,Tents
Rissers Beach,NS ,3,Full,CampsitePermit,Less than 30ft
Five Islands,ON ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,QC ,2,Full,CampsitePermit,Single Tent
Laurie,NS ,4,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,2,Full,CampsitePermit,Single Tent
Ellenwood Lake,NS ,2,Full,CampsitePermit,Less than 20ft
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 30ft
Graves Island,ON ,2,Full,CampsitePermit,Less than 20ft
Porters Lake,NS ,4,Full,CampsitePermit,Less than 20ft
Thomas Raddall,FL ,2,Senior,CampsitePermit,Less than 20ft
Ellenwood Lake,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 40ft
Five Islands,NH ,2,Full,CampsitePermit,Less than 40ft
Caribou Munroes,NS ,3,Full,CampsitePermit,Single Tent
Laurie,NS ,6,Full,CampsitePermit,Tents
Porters Lake,QC ,3,Full,CampsitePermit,Tents
Graves Island,ON ,2,Full,CampsitePermit,Less than 20ft
Porters Lake,QC ,2,Full,CampsitePermit,Less than 20ft
Laurie,NS ,4,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Single Tent
Ellenwood Lake,NS ,2,Full,CampsitePermit,Single Tent
Five Islands,NB ,2,Full,CampsitePermit,Less than 20ft
Mira River,NS ,6,Full,CampsitePermit,Tents
Smileys,SWITZERLAND ,2,Full,CampsitePermit,Less than 20ft
Amherst Shore,ON ,3,Full,CampsitePermit,Single Tent
Amherst Shore,QC ,2,Senior,CampsitePermit,Less than 20ft
Battery,GERMANY ,2,Full,CampsitePermit,Less than 30ft
The Islands,OH ,1,Full,CampsitePermit,Single Tent
Graves Island,QC ,4,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,7,Full,CampsitePermit,Single Tent
The Islands,NS ,2,Senior,CampsitePermit,Less than 30ft
Whycocomagh,NS ,2,Senior,CampsitePermit,Less than 20ft
Smileys,NS ,3,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent
Ellenwood Lake,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,4,Full,CampsitePermit,Single Tent
Porters Lake,ON ,2,Senior,CampsitePermit,Less than 20ft
Mira River,NS ,2,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Porters Lake,AB ,2,Full,CampsitePermit,Less than 30ft
Mira River,QC ,2,Full,CampsitePermit,Single Tent
Porters Lake,QC ,2,Full,CampsitePermit,Less than 20ft
Salsman,GA ,2,Senior,CampsitePermit,Single Tent
Whycocomagh,NS ,4,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,3,Full,CampsitePermit,Tents
Mira River,NS ,8,Full,CampsitePermit,Less than 40ft
Rissers Beach,NS ,4,Full,CampsitePermit,Single Tent
Porters Lake,NS ,2,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,2,Full,CampsitePermit,Less than 30ft
Five Islands,NS ,2,Senior,CampsitePermit,Single Tent
Laurie,NS ,2,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,3,Veteran,CampsitePermit,Single Tent
The Islands,NS ,4,Full,CampsitePermit,Less than 20ft
Mira River,AUSTRIA ,2,Full,CampsitePermit,Single Tent
Dollar Lake,KY ,2,Senior,CampsitePermit,Single Tent
Mira River,NS ,4,Full,CampsitePermit,Less than 30ft
Smileys,NB ,3,Full,CampsitePermit,Less than 30ft
Mira River,QC ,2,Full,CampsitePermit,Less than 30ft
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Battery,BC ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,3,Full,CampsitePermit,Less than 30ft
Laurie,QC ,1,Full,CampsitePermit,Single Tent
Mira River,NS ,3,Full,CampsitePermit,Single Tent
Boylston,NS ,1,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,5,Full,CampsitePermit,Less than 30ft
Mira River,NS ,2,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,3,Senior,CampsitePermit,Less than 30ft
Caribou Munroes,QC ,2,Senior,CampsitePermit,Single Tent
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Five Islands,NS ,4,Full,CampsitePermit,Single Tent
Caribou Munroes,NB ,2,Full,CampsitePermit,Single Tent
Five Islands,NS ,2,Full,CampsitePermit,Less than 20ft
Whycocomagh,NS ,2,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,6,Full,CampsitePermit,Tents
Ellenwood Lake,NS ,2,Full,CampsitePermit,Less than 30ft
Battery,OH ,2,Senior,CampsitePermit,Single Tent
Five Islands,QC ,2,Senior,CampsitePermit,Less than 20ft
Graves Island,NS ,3,Full,CampsitePermit,Tents
Graves Island,NB ,4,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,3,Full,CampsitePermit,Single Tent
Battery,NS ,2,Full,CampsitePermit,Less than 20ft
Thomas Raddall,NS ,2,Full,CampsitePermit,Less than 20ft
Amherst Shore,NS ,4,Full,CampsitePermit,Less than 20ft
Caribou Munroes,NS ,2,Full,CampsitePermit,Single Tent
Porters Lake,NS ,4,Full,CampsitePermit,Single Tent
Mira River,NS ,2,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft
Blomidon,NS ,4,Full,CampsitePermit,Less than 30ft
Graves Island,ON ,2,Senior,CampsitePermit,Less than 20ft
Graves Island,NB ,4,Full,CampsitePermit,Less than 20ft
Porters Lake,NS ,2,Full,CampsitePermit,Single Tent
Amherst Shore,ON ,6,Full,CampsitePermit,Tents
Battery,BC ,2,Senior,CampsitePermit,Single Tent
Whycocomagh,QC ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
Porters Lake,NC ,2,Full,CampsitePermit,Less than 30ft
Five Islands,NB ,6,Full,CampsitePermit,Tents
Thomas Raddall,NS ,2,Full,CampsitePermit,Less than 30ft
Battery,NS ,5,Full,CampsitePermit,Single Tent
Blomidon,NS ,5,Full,CampsitePermit,Single Tent
Graves Island,ON ,2,Full,CampsitePermit,Tents
Whycocomagh,CA ,1,Full,CampsitePermit,Single Tent
Five Islands,NS ,2,Full,CampsitePermit,Single Tent
Whycocomagh,NS ,3,Full,CampsitePermit,Tents
Battery,MI ,2,Senior,CampsitePermit,Less than 20ft
Five Islands,NS ,5,Full,CampsitePermit,Tents
Thomas Raddall,ON ,2,Full,CampsitePermit,Single Tent
Whycocomagh,CT ,1,Full,CampsitePermit,Single Tent
Thomas Raddall,GERMANY ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,3,Full,CampsitePermit,Tents
Graves Island,FL ,2,Senior,CampsitePermit,Less than 20ft
Porters Lake,PA ,2,Full,CampsitePermit,Single Tent
Whycocomagh,GERMANY ,2,Full,CampsitePermit,Less than 30ft
Mira River,NS ,5,Full,CampsitePermit,Less than 20ft
Thomas Raddall,NS ,1,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 40ft
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 30ft
Caribou Munroes,NY ,2,Full,CampsitePermit,Less than 20ft
Porters Lake,BC ,3,Full,CampsitePermit,Less than 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft
Mira River,NS ,4,Full,CampsitePermit,Single Tent
Dollar Lake,NB ,6,Full,CampsitePermit,Tents
Graves Island,NS ,6,Full,CampsitePermit,Tents
Graves Island,ON ,2,Full,CampsitePermit,Less than 30ft
Battery,NS ,2,Full,CampsitePermit,Single Tent
Mira River,NS ,4,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,5,Full,CampsitePermit,Less than 30ft
Valleyview,NS ,2,Full,CampsitePermit,Less than 30ft
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,4,Full,CampsitePermit,Less than 30ft
Caribou Munroes,NS ,3,Full,CampsitePermit,Single Tent
Porters Lake,NS ,4,Full,CampsitePermit,Single Tent
Salsman,NS ,2,Full,CampsitePermit,Single Tent
Smileys,NS ,4,Full,CampsitePermit,Single Tent
Ellenwood Lake,NS ,4,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Full,CampsitePermit,Greater than 40ft
Amherst Shore,NY ,4,Senior,CampsitePermit,Less than 20ft
Porters Lake,NS ,3,Full,CampsitePermit,Less than 30ft
Caribou Munroes,NS ,1,Host,CampsitePermit,Less than 20ft
Thomas Raddall,IN ,1,Full,CampsitePermit,Single Tent
Salsman,NS ,4,Full,CampsitePermit,Less than 40ft
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent
Mira River,ON ,4,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft
Graves Island,QC ,1,Full,CampsitePermit,Single Tent
Blomidon,NS ,2,Full,CampsitePermit,Single Tent
Battery,QC ,3,Full,CampsitePermit,Single Tent
Mira River,NS ,2,Full,CampsitePermit,Less than 40ft
Whycocomagh,ON ,3,Full,CampsitePermit,Less than 30ft
Amherst Shore,SWITZERLAND ,4,Full,CampsitePermit,Less than 30ft
Battery,NS ,2,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,NS ,2,Full,CampsitePermit,Less than 30ft
Rissers Beach,ME ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Single Tent
Amherst Shore,VA ,6,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,3,Full,CampsitePermit,Single Tent
Five Islands,ON ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,4,Full,CampsitePermit,Single Tent
Whycocomagh,PA ,2,Full,CampsitePermit,Less than 30ft
Blomidon,RI ,4,Full,CampsitePermit,Less than 30ft
Mira River,MO ,2,Full,CampsitePermit,Less than 30ft
Cape Chignecto,NB ,3,Full,BackcountryPermit,Single Tent
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 20ft
Caribou Munroes,NS ,2,Full,CampsitePermit,Less than 40ft
Whycocomagh,BC ,2,Full,CampsitePermit,Single Tent
Mira River,QC ,2,Full,CampsitePermit,Less than 20ft
Mira River,NS ,4,Full,CampsitePermit,Less than 30ft
Amherst Shore,NS ,3,Senior,CampsitePermit,Less than 20ft
The Islands,BC ,2,Senior,CampsitePermit,Less than 30ft
Rissers Beach,NS ,4,Full,CampsitePermit,Less than 30ft
Whycocomagh,ON ,2,Full,CampsitePermit,Less than 30ft
Cape Chignecto,NB ,2,Full,BackcountryPermit,Single Tent
Porters Lake,ON ,1,Full,CampsitePermit,Single Tent
Blomidon,ON ,1,Full,CampsitePermit,Single Tent
Mira River,NS ,4,Full,CampsitePermit,Single Tent
Thomas Raddall,NS ,2,Full,CampsitePermit,Single Tent
Valleyview,AR ,2,Full,CampsitePermit,Less than 20ft
Graves Island,NB ,1,Full,CampsitePermit,Single Tent
Amherst Shore,NS ,2,Full,CampsitePermit,Less than 20ft
Porters Lake,ON ,8,Full,CampsitePermit,Less than 30ft
Dollar Lake,NS ,2,Senior,CampsitePermit,Single Tent
Dollar Lake,NS ,2,Full,CampsitePermit,Single Tent
Whycocomagh,NS ,4,Full,YurtPermit,Tents
Amherst Shore,NS ,2,Host,CampsitePermit,Single Tent
Porters Lake,NETHERLANDS ,2,Full,CampsitePermit,Less than 20ft
Porters Lake,NY ,2,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Less than 20ft
Dollar Lake,NS ,6,Full,CampsitePermit,Less than 30ft
Graves Island,NS ,2,Full,CampsitePermit,Less than 20ft
The Islands,NS ,1,Full,CampsitePermit,Single Tent
Rissers Beach,NS ,2,Full,CampsitePermit,Single Tent
Graves Island,QC ,2,Full,CampsitePermit,Single Tent
Dollar Lake,NS ,3,Full,CampsitePermit,Single Tent
Caribou Munroes,NS ,2,Full,CampsitePermit,Tents
Graves Island,NB ,4,Full,CampsitePermit,Tents
Laurie,BC ,3,Full,CampsitePermit,Single Tent
Mira River,NS ,5,Full,CampsitePermit,Single Tent
